episode_id,round,investment,repay_prop,reward
1595933270_10,9,14.0,1.0,48.0
1595933270_99,0,15.0,0.0,5.0
1595933270_99,1,5.0,0.5,22.5
1595933270_99,2,12.0,0.5,26.0
1595933270_99,3,12.0,0.5,26.0
1595933270_99,4,13.0,0.5,26.5
1595933270_99,5,15.0,0.0,5.0
1595933270_99,6,14.0,0.75,37.5
1595933270_99,7,14.0,0.5,27.0
1595933270_99,8,14.0,0.0,6.0
1595933270_99,9,9.0,0.25,17.75
1595933275_79,0,7.0,0.25,18.25
1595933275_79,1,4.0,0.25,19.0
1595933275_79,2,12.0,0.75,35.0
1595933275_79,3,12.0,0.5,26.0
1595933275_79,4,11.0,0.25,17.25
1595933275_79,5,12.0,0.75,35.0
1595933275_79,6,8.0,0.75,30.0
1595933275_79,7,11.0,0.0,9.0
1595933275_79,8,12.0,1.0,44.0
1595933275_79,9,12.0,0.0,8.0
1595933276_12,0,20.0,0.0,0.0
1595933276_12,1,20.0,0.75,45.0
1595933276_12,2,20.0,0.0,0.0
1595933276_12,3,20.0,0.25,15.0
1595933276_12,4,20.0,0.5,30.0
1595933276_12,5,20.0,0.75,45.0
1595933276_12,6,20.0,0.25,15.0
1595933276_12,7,20.0,0.0,0.0
1595933276_12,8,20.0,0.0,0.0
1595933276_12,9,20.0,0.5,30.0
1595933276_43,0,17.0,0.5,28.5
1595933276_43,1,15.0,1.0,50.0
1595933276_43,2,17.0,0.25,15.75
1595933276_43,3,17.0,0.5,28.5
1595933276_43,4,18.0,1.0,56.0
1595933276_43,5,18.0,1.0,56.0
1595933276_43,6,15.0,0.0,5.0
1595933276_43,7,17.0,0.5,28.5
1595933276_43,8,16.0,1.0,52.0
1595933276_43,9,17.0,1.0,54.0
1595933277_83,0,15.0,0.0,5.0
1595933277_83,1,15.0,0.75,38.75
1595933277_83,2,15.0,0.25,16.25
1595933277_83,3,15.0,0.75,38.75
1595933277_83,4,15.0,0.5,27.5
1595933277_83,5,15.0,0.25,16.25
1595933277_83,6,16.0,0.75,40.0
1595933277_83,7,14.0,0.75,37.5
1595933277_83,8,15.0,0.25,16.25
1595933277_83,9,15.0,1.0,50.0
1595933279_74,0,15.0,0.5,27.5
1595933279_74,1,15.0,0.0,5.0
1595933279_74,2,11.0,0.25,17.25
1595933279_74,3,15.0,0.5,27.5
1595933279_74,4,20.0,0.5,30.0
1595933279_74,5,5.0,0.5,22.5
1595933279_74,6,15.0,0.5,27.5
1595933279_74,7,20.0,0.75,45.0
1595933279_74,8,15.0,0.0,5.0
1595933279_74,9,20.0,0.25,15.0
1595933280_25,0,15.0,1.0,50.0
1595933280_25,1,20.0,0.0,0.0
1595933280_25,2,5.0,0.0,15.0
1595933280_25,3,1.0,0.0,19.0
1595933280_25,4,7.0,0.5,23.5
1595933280_25,5,12.0,0.0,8.0
1595933280_25,6,3.0,0.5,21.5
1595933280_25,7,3.0,0.25,19.25
1595933280_25,8,8.0,1.0,36.0
1595933280_25,9,3.0,1.0,26.0
1595933282_84,0,5.0,0.5,22.5
1595933282_84,1,7.0,0.25,18.25
1595933282_84,2,9.0,1.0,38.0
1595933282_84,3,12.0,0.0,8.0
1595933282_84,4,6.0,0.5,23.0
1595933282_84,5,12.0,0.75,35.0
1595933282_84,6,12.0,0.0,8.0
1595933282_84,7,8.0,0.5,24.0
1595933282_84,8,12.0,0.25,17.0
1595933282_84,9,12.0,1.0,44.0
1595933287_85,0,10.0,0.75,32.5
1595933287_85,1,15.0,0.0,5.0
1595933287_85,2,10.0,0.5,25.0
1595933287_85,3,10.0,0.0,10.0
1595933287_85,4,20.0,0.5,30.0
1595933287_85,5,2.0,0.0,18.0
1595933287_85,6,15.0,1.0,50.0
1595933287_85,7,2.0,0.25,19.5
1595933287_85,8,15.0,0.25,16.25
1595933287_85,9,10.0,0.75,32.5
1595933289_76,0,2.0,0.0,18.0
1595933289_76,1,3.0,1.0,26.0
1595933289_76,2,5.0,0.0,15.0
1595933289_76,3,4.0,0.75,25.0
1595933289_76,4,6.0,0.5,23.0
1595933289_76,5,6.0,1.0,32.0
1595933289_76,6,8.0,0.25,18.0
1595933289_76,7,9.0,0.5,24.5
1595933289_76,8,9.0,0.5,24.5
1595933289_76,9,11.0,0.0,9.0
1595933294_95,0,15.0,0.0,5.0
1595933294_95,1,10.0,0.25,17.5
1595933294_95,2,0.0,0.0,20.0
1595933294_95,3,0.0,0.0,20.0
1595933294_95,4,0.0,0.0,20.0
1595933294_95,5,0.0,0.0,20.0
1595933294_95,6,0.0,0.0,20.0
1595933294_95,7,0.0,0.0,20.0
1595933294_95,8,0.0,0.0,20.0
1595933294_95,9,0.0,0.0,20.0
1595933296_12,0,13.0,0.0,7.0
1595933296_12,1,13.0,0.75,36.25
1595933296_12,2,13.0,0.5,26.5
1595933296_12,3,15.0,0.0,5.0
1595933296_12,4,13.0,0.0,7.0
1595933296_12,5,14.0,0.75,37.5
1595933296_12,6,13.0,0.5,26.5
1595933296_12,7,15.0,0.5,27.5
1595933296_12,8,13.0,0.5,26.5
1595933296_12,9,13.0,0.0,7.0
1595933298_14,0,15.0,0.75,38.75
1595933298_14,1,13.0,0.25,16.75
1595933298_14,2,15.0,0.75,38.75
1595933298_14,3,20.0,0.5,30.0
1595933298_14,4,19.0,0.75,43.75
1595933298_14,5,18.0,0.25,15.5
1595933298_14,6,19.0,0.75,43.75
1595933298_14,7,19.0,1.0,58.0
1595933298_14,8,17.0,0.0,3.0
1595933298_14,9,18.0,0.5,29.0
1595933300_15,0,20.0,0.0,0.0
1595933300_15,1,0.0,0.0,20.0
1595933300_15,2,0.0,0.0,20.0
1595933300_15,3,0.0,0.0,20.0
1595933300_15,4,0.0,0.0,20.0
1595933300_15,5,0.0,0.0,20.0
1595933300_15,6,0.0,0.0,20.0
1595933300_15,7,0.0,0.0,20.0
1595933300_15,8,0.0,0.0,20.0
1595933300_15,9,0.0,0.0,20.0
1595933301_34,0,16.0,0.75,40.0
1595933301_34,1,18.0,0.75,42.5
1595933301_34,2,16.0,0.75,40.0
1595933301_34,3,17.0,0.5,28.5
1595933301_34,4,17.0,0.25,15.75
1595933301_34,5,17.0,0.75,41.25
1595933301_34,6,18.0,0.5,29.0
1595933301_34,7,17.0,0.0,3.0
1595933301_34,8,18.0,0.75,42.5
1595933301_34,9,15.0,0.5,27.5
1595933302_52,0,14.0,0.75,37.5
1595933302_52,1,19.0,0.75,43.75
1595933302_52,2,20.0,1.0,60.0
1595933302_52,3,20.0,0.5,30.0
1595933302_52,4,20.0,0.5,30.0
1595933302_52,5,20.0,0.5,30.0
1595933302_52,6,20.0,0.25,15.0
1595933302_52,7,5.0,0.5,22.5
1595933302_52,8,11.0,0.0,9.0
1595933302_52,9,0.0,0.0,20.0
1595933304_51,0,15.0,0.5,27.5
1595933304_51,1,15.0,0.75,38.75
1595933304_51,2,20.0,0.25,15.0
1595933304_51,3,15.0,0.75,38.75
1595933304_51,4,5.0,0.5,22.5
1595933304_51,5,20.0,0.5,30.0
1595933304_51,6,16.0,1.0,52.0
1595933304_51,7,20.0,1.0,60.0
1595933304_51,8,15.0,1.0,50.0
1595933304_51,9,20.0,1.0,60.0
1595933311_14,0,5.0,1.0,30.0
1595933311_14,1,5.0,0.5,22.5
1595933311_14,2,5.0,1.0,30.0
1595933311_14,3,5.0,0.25,18.75
1595933311_14,4,5.0,0.25,18.75
1595933311_14,5,3.0,0.25,19.25
1595933311_14,6,2.0,0.25,19.5
1595933311_14,7,5.0,0.25,18.75
1595933311_14,8,1.0,0.0,19.0
1595933311_14,9,7.0,1.0,34.0
1595933342_66,0,5.0,0.75,26.25
1595933342_66,1,7.0,0.25,18.25
1595933342_66,2,10.0,1.0,40.0
1595933342_66,3,10.0,0.5,25.0
1595933342_66,4,15.0,0.0,5.0
1595933342_66,5,6.0,0.5,23.0
1595933342_66,6,4.0,0.25,19.0
1595933342_66,7,10.0,0.0,10.0
1595933342_66,8,5.0,0.25,18.75
1595933342_66,9,5.0,0.75,26.25
1595933351_12,0,20.0,0.0,0.0
1595933351_12,1,20.0,0.25,15.0
1595933351_12,2,20.0,0.75,45.0
1595933351_12,3,20.0,0.0,0.0
1595933351_12,4,20.0,0.75,45.0
1595933351_12,5,20.0,0.25,15.0
1595933351_12,6,20.0,0.75,45.0
1595933351_12,7,20.0,0.25,15.0
1595933351_12,8,20.0,0.75,45.0
1595933351_12,9,20.0,0.25,15.0
1595933356_66,0,15.0,0.75,38.75
1595933356_66,1,18.0,0.75,42.5
1595933356_66,2,16.0,0.5,28.0
1595933356_66,3,9.0,1.0,38.0
1595933356_66,4,17.0,0.75,41.25
1595933356_66,5,14.0,0.25,16.5
1595933356_66,6,19.0,0.75,43.75
1595933356_66,7,17.0,0.0,3.0
1595933356_66,8,16.0,0.25,16.0
1595933356_66,9,13.0,0.25,16.75
1595933357_25,0,9.0,0.25,17.75
1595933357_25,1,9.0,0.75,31.25
1595933357_25,2,7.0,1.0,34.0
1595933357_25,3,9.0,0.75,31.25
1595933357_25,4,8.0,0.0,12.0
1595933357_25,5,6.0,0.75,27.5
1595933357_25,6,4.0,1.0,28.0
1595933357_25,7,8.0,0.75,30.0
1595933357_25,8,8.0,0.75,30.0
1595933357_25,9,8.0,0.0,12.0
1595933357_74,0,20.0,1.0,60.0
1595933357_74,1,20.0,0.25,15.0
1595933357_74,2,20.0,0.0,0.0
1595933357_74,3,20.0,0.0,0.0
1595933357_74,4,20.0,0.5,30.0
1595933357_74,5,20.0,1.0,60.0
1595933357_74,6,20.0,0.25,15.0
1595933357_74,7,20.0,1.0,60.0
1595933357_74,8,20.0,0.75,45.0
1595933357_74,9,20.0,0.5,30.0
1595933361_75,0,15.0,0.0,5.0
1595933361_75,1,20.0,0.25,15.0
1595933361_75,2,15.0,0.5,27.5
1595933361_75,3,20.0,0.0,0.0
1595933361_75,4,16.0,0.0,4.0
1595933361_75,5,8.0,0.75,30.0
1595933361_75,6,12.0,1.0,44.0
1595933361_75,7,7.0,1.0,34.0
1595933361_75,8,15.0,0.0,5.0
1595933361_75,9,5.0,1.0,30.0
1595933369_22,0,13.0,0.75,36.25
1595933369_22,1,15.0,1.0,50.0
1595933369_22,2,19.0,0.25,15.25
1595933369_22,3,16.0,1.0,52.0
1595933369_22,4,15.0,0.25,16.25
1595933369_22,5,14.0,1.0,48.0
1595933369_22,6,15.0,0.75,38.75
1595933369_22,7,15.0,0.5,27.5
1595933369_22,8,15.0,0.5,27.5
1595933369_22,9,15.0,0.75,38.75
1595933372_31,0,9.0,0.5,24.5
1595933372_31,1,5.0,0.0,15.0
1595933372_31,2,5.0,0.25,18.75
1595933372_31,3,2.0,0.75,22.5
1595933372_31,4,2.0,0.25,19.5
1595933372_31,5,2.0,0.75,22.5
1595933372_31,6,3.0,0.25,19.25
1595933372_31,7,0.0,0.0,20.0
1595933372_31,8,1.0,0.25,19.75
1595933372_31,9,1.0,0.5,20.5
1595933374_64,0,15.0,1.0,50.0
1595933374_64,1,17.0,1.0,54.0
1595933374_64,2,15.0,0.25,16.25
1595933374_64,3,20.0,0.5,30.0
1595933374_64,4,19.0,1.0,58.0
1595933374_64,5,19.0,0.75,43.75
1595933374_64,6,20.0,0.0,0.0
1595933374_64,7,17.0,0.75,41.25
1595933374_64,8,19.0,0.25,15.25
1595933374_64,9,7.0,0.0,13.0
1595933379_100,0,15.0,0.25,16.25
1595933379_100,1,10.0,0.75,32.5
1595933379_100,2,15.0,1.0,50.0
1595933379_100,3,10.0,1.0,40.0
1595933379_100,4,10.0,0.5,25.0
1595933379_100,5,7.0,0.75,28.75
1595933379_100,6,15.0,0.0,5.0
1595933379_100,7,12.0,0.0,8.0
1595933379_100,8,5.0,1.0,30.0
1595933379_100,9,14.0,0.5,27.0
1595933381_66,0,15.0,0.0,5.0
1595933381_66,1,15.0,0.75,38.75
1595933381_66,2,20.0,1.0,60.0
1595933381_66,3,15.0,0.75,38.75
1595933381_66,4,5.0,0.75,26.25
1595933381_66,5,10.0,0.25,17.5
1595933381_66,6,12.0,0.5,26.0
1595933381_66,7,4.0,0.5,22.0
1595933381_66,8,6.0,0.5,23.0
1595933381_66,9,20.0,0.75,45.0
1595933383_59,0,10.0,0.25,17.5
1595933383_59,1,14.0,0.75,37.5
1595933383_59,2,15.0,0.5,27.5
1595933383_59,3,13.0,0.5,26.5
1595933383_59,4,15.0,0.5,27.5
1595933383_59,5,15.0,0.5,27.5
1595933383_59,6,15.0,0.25,16.25
1595933383_59,7,12.0,1.0,44.0
1595933383_59,8,14.0,0.0,6.0
1595933383_59,9,15.0,0.75,38.75
1595933392_71,0,15.0,0.75,38.75
1595933392_71,1,20.0,0.75,45.0
1595933392_71,2,15.0,0.75,38.75
1595933392_71,3,9.0,0.25,17.75
1595933392_71,4,16.0,0.0,4.0
1595933392_71,5,19.0,0.75,43.75
1595933392_71,6,16.0,1.0,52.0
1595933392_71,7,19.0,0.5,29.5
1595933392_71,8,16.0,0.0,4.0
1595933392_71,9,16.0,1.0,52.0
1595933397_62,0,15.0,0.0,5.0
1595933397_62,1,5.0,1.0,30.0
1595933397_62,2,5.0,0.25,18.75
1595933397_62,3,11.0,0.0,9.0
1595933397_62,4,2.0,1.0,24.0
1595933397_62,5,5.0,0.75,26.25
1595933397_62,6,15.0,0.0,5.0
1595933397_62,7,5.0,0.0,15.0
1595933397_62,8,3.0,0.75,23.75
1595933397_62,9,6.0,0.75,27.5
1595933399_78,0,7.0,1.0,34.0
1595933399_78,1,15.0,0.75,38.75
1595933399_78,2,20.0,1.0,60.0
1595933399_78,3,19.0,0.5,29.5
1595933399_78,4,20.0,0.0,0.0
1595933399_78,5,10.0,0.0,10.0
1595933399_78,6,5.0,0.5,22.5
1595933399_78,7,13.0,0.75,36.25
1595933399_78,8,16.0,0.25,16.0
1595933399_78,9,8.0,1.0,36.0
1595933409_85,0,12.0,0.75,35.0
1595933409_85,1,15.0,0.5,27.5
1595933409_85,2,20.0,1.0,60.0
1595933409_85,3,15.0,0.25,16.25
1595933409_85,4,20.0,0.5,30.0
1595933409_85,5,20.0,0.25,15.0
1595933409_85,6,20.0,1.0,60.0
1595933409_85,7,20.0,1.0,60.0
1595933409_85,8,16.0,0.0,4.0
1595933409_85,9,17.0,0.0,3.0
1595933420_24,0,13.0,0.75,36.25
1595933420_24,1,15.0,0.5,27.5
1595933420_24,2,11.0,0.0,9.0
1595933420_24,3,13.0,0.75,36.25
1595933420_24,4,16.0,0.25,16.0
1595933420_24,5,12.0,0.25,17.0
1595933420_24,6,13.0,0.25,16.75
1595933420_24,7,8.0,0.0,12.0
1595933420_24,8,11.0,0.0,9.0
1595933420_24,9,5.0,0.5,22.5
1595933420_48,0,14.0,0.5,27.0
1595933420_48,1,14.0,0.0,6.0
1595933420_48,2,16.0,0.5,28.0
1595933420_48,3,15.0,0.75,38.75
1595933420_48,4,13.0,0.5,26.5
1595933420_48,5,13.0,0.25,16.75
1595933420_48,6,12.0,0.75,35.0
1595933420_48,7,12.0,1.0,44.0
1595933420_48,8,16.0,0.0,4.0
1595933420_48,9,19.0,0.0,1.0
1595933422_70,0,10.0,0.0,10.0
1595933422_70,1,15.0,1.0,50.0
1595933422_70,2,10.0,0.0,10.0
1595933422_70,3,15.0,0.25,16.25
1595933422_70,4,15.0,0.25,16.25
1595933422_70,5,10.0,1.0,40.0
1595933422_70,6,15.0,0.5,27.5
1595933422_70,7,10.0,0.25,17.5
1595933422_70,8,15.0,0.5,27.5
1595933422_70,9,10.0,0.5,25.0
1595933428_15,0,15.0,0.5,27.5
1595933428_15,1,15.0,0.0,5.0
1595933428_15,2,14.0,0.25,16.5
1595933428_15,3,13.0,0.5,26.5
1595933428_15,4,13.0,0.0,7.0
1595933428_15,5,15.0,1.0,50.0
1595933428_15,6,14.0,1.0,48.0
1595933428_15,7,16.0,0.0,4.0
1595933428_15,8,15.0,0.25,16.25
1595933428_15,9,14.0,1.0,48.0
1595933429_16,0,5.0,1.0,30.0
1595933429_16,1,7.0,0.25,18.25
1595933429_16,2,5.0,0.5,22.5
1595933429_16,3,5.0,0.75,26.25
1595933429_16,4,5.0,0.0,15.0
1595933429_16,5,7.0,0.5,23.5
1595933429_16,6,5.0,0.5,22.5
1595933429_16,7,12.0,0.25,17.0
1595933429_16,8,5.0,0.5,22.5
1595933429_16,9,3.0,0.75,23.75
1595933435_69,0,15.0,0.5,27.5
1595933435_69,1,18.0,0.0,2.0
1595933435_69,2,17.0,1.0,54.0
1595933435_69,3,17.0,0.75,41.25
1595933435_69,4,18.0,0.0,2.0
1595933435_69,5,19.0,0.25,15.25
1595933435_69,6,20.0,0.0,0.0
1595933435_69,7,16.0,0.5,28.0
1595933435_69,8,18.0,1.0,56.0
1595933435_69,9,16.0,0.75,40.0
1595933441_46,0,13.0,0.25,16.75
1595933441_46,1,14.0,0.5,27.0
1595933441_46,2,14.0,0.25,16.5
1595933441_46,3,14.0,1.0,48.0
1595933441_46,4,13.0,0.0,7.0
1595933441_46,5,14.0,0.75,37.5
1595933441_46,6,15.0,0.0,5.0
1595933441_46,7,15.0,0.25,16.25
1595933441_46,8,15.0,0.75,38.75
1595933441_46,9,15.0,0.0,5.0
1595933441_78,0,10.0,0.0,10.0
1595933441_78,1,11.0,1.0,42.0
1595933441_78,2,11.0,0.25,17.25
1595933441_78,3,14.0,0.75,37.5
1595933441_78,4,14.0,0.25,16.5
1595933441_78,5,16.0,0.0,4.0
1595933441_78,6,18.0,0.25,15.5
1595933441_78,7,19.0,0.0,1.0
1595933441_78,8,18.0,1.0,56.0
1595933441_78,9,19.0,0.5,29.5
1595933443_61,0,20.0,0.25,15.0
1595933443_61,1,20.0,0.75,45.0
1595933443_61,2,20.0,0.0,0.0
1595933443_61,3,20.0,0.0,0.0
1595933443_61,4,20.0,0.25,15.0
1595933443_61,5,20.0,1.0,60.0
1595933443_61,6,20.0,0.5,30.0
1595933443_61,7,20.0,0.5,30.0
1595933443_61,8,20.0,0.75,45.0
1595933443_61,9,20.0,0.75,45.0
1595933449_57,0,15.0,0.5,27.5
1595933449_57,1,15.0,0.5,27.5
1595933449_57,2,20.0,0.75,45.0
1595933449_57,3,20.0,0.5,30.0
1595933449_57,4,20.0,1.0,60.0
1595933449_57,5,20.0,1.0,60.0
1595933449_57,6,15.0,0.75,38.75
1595933449_57,7,20.0,0.75,45.0
1595933449_57,8,20.0,0.5,30.0
1595933449_57,9,20.0,1.0,60.0
1595933451_43,0,5.0,0.25,18.75
1595933451_43,1,15.0,0.0,5.0
1595933451_43,2,5.0,0.5,22.5
1595933451_43,3,10.0,0.5,25.0
1595933451_43,4,15.0,0.0,5.0
1595933451_43,5,5.0,0.0,15.0
1595933451_43,6,5.0,1.0,30.0
1595933451_43,7,5.0,0.0,15.0
1595933451_43,8,10.0,0.5,25.0
1595933451_43,9,10.0,0.75,32.5
1595933452_13,0,14.0,0.0,6.0
1595933452_13,1,7.0,0.5,23.5
1595933452_13,2,14.0,0.75,37.5
1595933452_13,3,15.0,0.75,38.75
1595933452_13,4,7.0,0.5,23.5
1595933452_13,5,15.0,0.0,5.0
1595933452_13,6,18.0,1.0,56.0
1595933452_13,7,4.0,1.0,28.0
1595933452_13,8,18.0,0.0,2.0
1595933452_13,9,13.0,0.5,26.5
1595933454_36,0,15.0,0.5,27.5
1595933454_36,1,17.0,0.5,28.5
1595933454_36,2,17.0,0.5,28.5
1595933454_36,3,20.0,0.25,15.0
1595933454_36,4,20.0,1.0,60.0
1595933454_36,5,5.0,0.0,15.0
1595933454_36,6,17.0,0.0,3.0
1595933454_36,7,17.0,0.25,15.75
1595933454_36,8,18.0,0.5,29.0
1595933454_36,9,16.0,0.5,28.0
1595933454_92,0,5.0,1.0,30.0
1595933454_92,1,10.0,0.75,32.5
1595933454_92,2,20.0,0.5,30.0
1595933454_92,3,17.0,1.0,54.0
1595933454_92,4,18.0,0.25,15.5
1595933454_92,5,15.0,0.0,5.0
1595933454_92,6,15.0,0.5,27.5
1595933454_92,7,9.0,0.75,31.25
1595933454_92,8,15.0,0.75,38.75
1595933454_92,9,19.0,0.25,15.25
1595933460_87,0,12.0,0.5,26.0
1595933460_87,1,14.0,0.25,16.5
1595933460_87,2,12.0,1.0,44.0
1595933460_87,3,12.0,0.25,17.0
1595933460_87,4,13.0,0.25,16.75
1595933460_87,5,14.0,0.0,6.0
1595933460_87,6,12.0,0.0,8.0
1595933460_87,7,14.0,0.25,16.5
1595933460_87,8,13.0,1.0,46.0
1595933460_87,9,13.0,0.75,36.25
1595933464_83,0,13.0,0.25,16.75
1595933464_83,1,13.0,1.0,46.0
1595933464_83,2,14.0,0.75,37.5
1595933464_83,3,13.0,0.5,26.5
1595933464_83,4,14.0,1.0,48.0
1595933464_83,5,13.0,0.0,7.0
1595933464_83,6,14.0,0.25,16.5
1595933464_83,7,14.0,1.0,48.0
1595933464_83,8,14.0,0.0,6.0
1595933464_83,9,14.0,0.5,27.0
1595933485_42,0,12.0,0.25,17.0
1595933485_42,1,13.0,1.0,46.0
1595933485_42,2,15.0,0.0,5.0
1595933485_42,3,14.0,1.0,48.0
1595933485_42,4,14.0,0.5,27.0
1595933485_42,5,15.0,0.75,38.75
1595933485_42,6,15.0,0.25,16.25
1595933485_42,7,15.0,1.0,50.0
1595933485_42,8,15.0,0.75,38.75
1595933485_42,9,15.0,0.25,16.25
1595933500_27,0,15.0,0.75,38.75
1595933500_27,1,15.0,1.0,50.0
1595933500_27,2,20.0,1.0,60.0
1595933500_27,3,15.0,0.25,16.25
1595933500_27,4,19.0,0.5,29.5
1595933500_27,5,15.0,0.5,27.5
1595933500_27,6,15.0,0.0,5.0
1595933500_27,7,13.0,0.75,36.25
1595933500_27,8,13.0,0.5,26.5
1595933500_27,9,13.0,0.25,16.75
1595933510_61,0,18.0,0.25,15.5
1595933510_61,1,15.0,0.25,16.25
1595933510_61,2,10.0,0.5,25.0
1595933510_61,3,5.0,1.0,30.0
1595933510_61,4,0.0,0.0,20.0
1595933510_61,5,5.0,0.75,26.25
1595933510_61,6,15.0,0.5,27.5
1595933510_61,7,11.0,1.0,42.0
1595933510_61,8,9.0,0.5,24.5
1595933510_61,9,20.0,0.5,30.0
1595933511_26,0,15.0,0.75,38.75
1595933511_26,1,20.0,0.75,45.0
1595933511_26,2,15.0,1.0,50.0
1595933511_26,3,20.0,1.0,60.0
1595933511_26,4,15.0,0.25,16.25
1595933511_26,5,20.0,0.0,0.0
1595933511_26,6,15.0,0.25,16.25
1595933511_26,7,13.0,0.75,36.25
1595933511_26,8,12.0,0.75,35.0
1595933511_26,9,20.0,0.25,15.0
1595933513_9,0,15.0,0.0,5.0
1595933513_9,1,5.0,1.0,30.0
1595933513_9,2,10.0,0.5,25.0
1595933513_9,3,10.0,0.75,32.5
1595933513_9,4,15.0,0.25,16.25
1595933513_9,5,5.0,0.75,26.25
1595933513_9,6,10.0,0.0,10.0
1595933513_9,7,5.0,0.5,22.5
1595933513_9,8,10.0,0.0,10.0
1595933513_9,9,4.0,0.25,19.0
1595933514_6,0,11.0,1.0,42.0
1595933514_6,1,14.0,0.25,16.5
1595933514_6,2,18.0,0.0,2.0
1595933514_6,3,5.0,0.0,15.0
1595933514_6,4,11.0,0.0,9.0
1595933514_6,5,18.0,0.75,42.5
1595933514_6,6,20.0,0.0,0.0
1595933514_6,7,15.0,0.5,27.5
1595933514_6,8,14.0,0.75,37.5
1595933514_6,9,17.0,0.5,28.5
1595933519_94,0,9.0,0.25,17.75
1595933519_94,1,7.0,0.5,23.5
1595933519_94,2,17.0,0.75,41.25
1595933519_94,3,20.0,0.25,15.0
1595933519_94,4,4.0,0.0,16.0
1595933519_94,5,18.0,1.0,56.0
1595933519_94,6,16.0,0.25,16.0
1595933519_94,7,18.0,0.25,15.5
1595933519_94,8,19.0,0.5,29.5
1595933519_94,9,15.0,0.0,5.0
1595933548_7,0,17.0,0.5,28.5
1595933548_7,1,14.0,0.0,6.0
1595933548_7,2,7.0,1.0,34.0
1595933548_7,3,15.0,0.75,38.75
1595933548_7,4,12.0,0.75,35.0
1595933548_7,5,13.0,0.5,26.5
1595933548_7,6,10.0,0.0,10.0
1595933548_7,7,13.0,0.75,36.25
1595933548_7,8,13.0,1.0,46.0
1595933548_7,9,14.0,1.0,48.0
1595933552_47,0,9.0,0.0,11.0
1595933552_47,1,5.0,0.0,15.0
1595933552_47,2,7.0,0.75,28.75
1595933552_47,3,11.0,1.0,42.0
1595933552_47,4,9.0,1.0,38.0
1595933552_47,5,11.0,0.25,17.25
1595933552_47,6,12.0,1.0,44.0
1595933552_47,7,9.0,0.0,11.0
1595933552_47,8,11.0,0.0,9.0
1595933552_47,9,10.0,1.0,40.0
1595933561_96,0,15.0,0.5,27.5
1595933561_96,1,12.0,1.0,44.0
1595933561_96,2,14.0,1.0,48.0
1595933561_96,3,15.0,1.0,50.0
1595933561_96,4,8.0,0.0,12.0
1595933561_96,5,15.0,0.0,5.0
1595933561_96,6,15.0,0.75,38.75
1595933561_96,7,18.0,1.0,56.0
1595933561_96,8,13.0,1.0,46.0
1595933561_96,9,15.0,0.5,27.5
1595933567_56,0,15.0,0.5,27.5
1595933567_56,1,16.0,0.0,4.0
1595933567_56,2,12.0,1.0,44.0
1595933567_56,3,13.0,0.0,7.0
1595933567_56,4,16.0,0.25,16.0
1595933567_56,5,16.0,0.25,16.0
1595933567_56,6,17.0,0.25,15.75
1595933567_56,7,16.0,0.5,28.0
1595933567_56,8,14.0,0.5,27.0
1595933567_56,9,18.0,0.25,15.5
1595933569_22,0,15.0,1.0,50.0
1595933569_22,1,15.0,0.5,27.5
1595933569_22,2,12.0,1.0,44.0
1595933569_22,3,15.0,0.25,16.25
1595933569_22,4,11.0,0.0,9.0
1595933569_22,5,5.0,0.5,22.5
1595933569_22,6,7.0,0.5,23.5
1595933569_22,7,15.0,0.25,16.25
1595933569_22,8,6.0,0.5,23.0
1595933569_22,9,7.0,0.5,23.5
1595933581_31,0,15.0,0.0,5.0
1595933581_31,1,5.0,0.0,15.0
1595933581_31,2,0.0,0.0,20.0
1595933581_31,3,1.0,0.0,19.0
1595933581_31,4,4.0,0.5,22.0
1595933581_31,5,1.0,0.5,20.5
1595933581_31,6,1.0,0.75,21.25
1595933581_31,7,1.0,0.0,19.0
1595933581_31,8,9.0,1.0,38.0
1595933581_31,9,12.0,0.0,8.0
1595933589_64,0,11.0,0.5,25.5
1595933589_64,1,13.0,0.5,26.5
1595933589_64,2,13.0,0.75,36.25
1595933589_64,3,15.0,1.0,50.0
1595933589_64,4,16.0,0.75,40.0
1595933589_64,5,17.0,1.0,54.0
1595933589_64,6,17.0,0.0,3.0
1595933589_64,7,19.0,0.75,43.75
1595933589_64,8,17.0,1.0,54.0
1595933589_64,9,18.0,0.0,2.0
1595933599_32,0,15.0,0.5,27.5
1595933599_32,1,15.0,0.75,38.75
1595933599_32,2,15.0,0.5,27.5
1595933599_32,3,14.0,1.0,48.0
1595933599_32,4,13.0,0.75,36.25
1595933599_32,5,13.0,1.0,46.0
1595933599_32,6,14.0,0.0,6.0
1595933599_32,7,14.0,1.0,48.0
1595933599_32,8,14.0,0.5,27.0
1595933599_32,9,13.0,1.0,46.0
1595933613_7,0,5.0,0.25,18.75
1595933613_7,1,15.0,1.0,50.0
1595933613_7,2,20.0,1.0,60.0
1595933613_7,3,17.0,0.25,15.75
1595933613_7,4,18.0,0.0,2.0
1595933613_7,5,11.0,0.25,17.25
1595933613_7,6,13.0,0.75,36.25
1595933613_7,7,15.0,0.25,16.25
1595933613_7,8,8.0,0.75,30.0
1595933613_7,9,17.0,1.0,54.0
1595933619_29,0,20.0,0.5,30.0
1595933619_29,1,20.0,1.0,60.0
1595933619_29,2,20.0,0.25,15.0
1595933619_29,3,20.0,0.75,45.0
